id,key,value,type
65496053,highway,turning_circle,regular
65496632,highway,turning_circle,regular
65496636,highway,turning_circle,regular
65496734,highway,turning_circle,regular
65496817,highway,turning_circle,regular
65496852,highway,turning_circle,regular
65497329,highway,turning_circle,regular
65497437,highway,turning_circle,regular
65498905,highway,turning_circle,regular
65498967,highway,turning_circle,regular
65499105,highway,turning_circle,regular
65499107,highway,turning_circle,regular
65501235,highway,stop,regular
65501235,source,Bing,regular
65502427,highway,turning_circle,regular
65503035,highway,turning_circle,regular
65503286,highway,turning_circle,regular
65503433,highway,turning_circle,regular
65503438,highway,turning_circle,regular
65503442,highway,turning_circle,regular
65503619,highway,turning_circle,regular
65503622,COUNTYFP,085,regular
65503622,STATEFP,06,regular
65503622,Tiger:MTFCC,C3061,regular
65503622,highway,turning_circle,regular
65503622,source,Tiger2009,regular
65504045,highway,turning_circle,regular
65505320,highway,traffic_signals,regular
65505512,highway,turning_circle,regular
65506042,highway,turning_circle,regular
65507292,highway,stop,regular
65507552,highway,traffic_signals,regular
65508427,highway,turning_circle,regular
65510812,highway,turning_circle,regular
65510973,highway,turning_circle,regular
65511182,highway,turning_circle,regular
65512252,highway,turning_circle,regular
65512450,highway,turning_circle,regular
65512961,highway,turning_circle,regular
65513390,highway,turning_circle,regular
65513504,highway,turning_circle,regular
65514596,highway,turning_circle,regular
65515960,highway,turning_circle,regular
65516397,highway,turning_circle,regular
65516693,highway,turning_circle,regular
65517689,highway,turning_circle,regular
65517693,highway,turning_circle,regular
65517857,barrier,gate,regular
65517857,foot,yes,regular
65517877,highway,turning_circle,regular
65519117,highway,turning_circle,regular
65521328,highway,turning_circle,regular
65521483,highway,turning_circle,regular
65522051,highway,turning_circle,regular
65522751,COUNTYFP,085,regular
65522751,STATEFP,06,regular
65522751,Tiger:MTFCC,C3061,regular
65522751,highway,turning_circle,regular
65522751,source,Tiger2009,regular
65526552,highway,turning_circle,regular
65527051,highway,turning_circle,regular
65527770,highway,turning_circle,regular
65528140,highway,traffic_signals,regular
65528140,source,Bing,regular
65528146,highway,stop,regular
65528146,stop,all,regular
65529396,highway,turning_circle,regular
65530431,highway,turning_circle,regular
65530582,barrier,gate,regular
65531100,highway,turning_circle,regular
65531864,highway,traffic_signals,regular
65531864,traffic_signals,signal,regular
65532669,highway,turning_circle,regular
65533003,noexit,yes,regular
65533035,highway,turning_circle,regular
65533822,highway,traffic_signals,regular
65533830,highway,traffic_signals,regular
65534037,highway,turning_circle,regular
65534045,highway,turning_circle,regular
65535842,highway,turning_circle,regular
65537372,highway,turning_circle,regular
65538549,barrier,gate,regular
65538553,highway,turning_circle,regular
65538814,highway,turning_circle,regular
65539081,highway,turning_circle,regular
65539515,crossing,zebra,regular
65539515,highway,crossing,regular
65539561,highway,traffic_signals,regular
65540510,highway,turning_circle,regular
65546099,highway,turning_circle,regular
65546194,highway,turning_circle,regular
65546858,highway,turning_circle,regular
65547549,highway,stop,regular
65547549,stop,all,regular
65550315,highway,turning_circle,regular
65550765,COUNTYFP,085,regular
65550765,STATEFP,06,regular
65550765,Tiger:MTFCC,C3061,regular
65550765,highway,turning_circle,regular
65550765,source,Tiger2009,regular
65550865,highway,turning_circle,regular
65551186,highway,turning_circle,regular
65553510,COUNTYFP,085,regular
65553510,STATEFP,06,regular
65553510,Tiger:MTFCC,C3061,regular
65553510,highway,turning_circle,regular
65553510,source,Tiger2009,regular
65553643,highway,turning_circle,regular
65553745,COUNTYFP,085,regular
65553745,STATEFP,06,regular
65553745,Tiger:MTFCC,C3061,regular
65553745,highway,turning_circle,regular
65553745,source,Tiger2009,regular
65553953,highway,traffic_signals,regular
65554350,highway,stop,regular
65555813,highway,turning_circle,regular
65556181,highway,turning_circle,regular
65557053,highway,turning_circle,regular
65557318,COUNTYFP,085,regular
65557318,STATEFP,06,regular
65557318,Tiger:MTFCC,C3061,regular
65557318,highway,turning_circle,regular
65557318,source,Tiger2009,regular
65560107,highway,turning_circle,regular
65563776,highway,turning_circle,regular
65563922,highway,turning_circle,regular
65563924,highway,turning_circle,regular
65563997,highway,turning_circle,regular
65564047,COUNTYFP,085,regular
65564047,STATEFP,06,regular
65564047,Tiger:MTFCC,C3061,regular
65564047,highway,turning_circle,regular
65564047,source,Tiger2009,regular
65564835,noexit,yes,regular
65565799,highway,turning_circle,regular
65566086,highway,turning_circle,regular
65566258,highway,traffic_signals,regular
65566742,highway,traffic_signals,regular
65567082,highway,turning_circle,regular
65568234,highway,turning_circle,regular
65568924,highway,turning_circle,regular
65569075,highway,turning_circle,regular
65570068,highway,turning_circle,regular
65570130,highway,turning_circle,regular
65571868,highway,turning_circle,regular
65572770,highway,turning_circle,regular
65573025,highway,turning_circle,regular
65573281,highway,turning_circle,regular
65574319,highway,turning_circle,regular
65575619,highway,turning_circle,regular
65575641,highway,turning_circle,regular
65575658,highway,turning_circle,regular
65576090,highway,turning_circle,regular
65576190,highway,turning_circle,regular
65576670,highway,turning_circle,regular
65576936,highway,turning_circle,regular
65577503,noexit,yes,regular
65577730,highway,turning_circle,regular
65577788,highway,turning_circle,regular
65578302,highway,turning_circle,regular
65579168,highway,turning_circle,regular
65579860,highway,turning_circle,regular
65581358,highway,turning_circle,regular
65581369,highway,turning_circle,regular
65581749,highway,turning_circle,regular
65582056,highway,turning_circle,regular
65582250,highway,turning_circle,regular
65582693,noexit,yes,regular
65582704,highway,turning_circle,regular
65582748,highway,turning_circle,regular
65583519,highway,turning_circle,regular
65583625,highway,turning_circle,regular
65584457,COUNTYFP,085,regular
65584457,STATEFP,06,regular
65584457,Tiger:MTFCC,C3061,regular
65584457,highway,turning_circle,regular
65584457,source,Tiger2009,regular
65584605,highway,traffic_signals,regular
65584684,highway,turning_circle,regular
65585293,highway,turning_circle,regular
65585402,highway,turning_circle,regular
65586533,highway,turning_circle,regular
65588504,highway,turning_circle,regular
65588896,highway,turning_circle,regular
65589095,highway,turning_circle,regular
65589098,highway,turning_circle,regular
65589253,highway,turning_circle,regular
65591098,highway,turning_circle,regular
65591519,railway,level_crossing,regular
65593562,highway,turning_circle,regular
65595469,noexit,yes,regular
65595475,junction,roundabout,regular
65595809,highway,turning_circle,regular
65597581,highway,turning_circle,regular
65598337,highway,turning_circle,regular
65598375,direction,backward,regular
65598375,highway,stop,regular
65598375,stop,minor,regular
65598776,highway,turning_circle,regular
65600640,noexit,yes,regular
65600746,highway,turning_circle,regular
65602026,highway,stop,regular
65602137,highway,turning_circle,regular
65603459,highway,turning_circle,regular
65604914,highway,turning_circle,regular
65605466,highway,turning_circle,regular
65605605,COUNTYFP,085,regular
65605605,STATEFP,06,regular
65605605,Tiger:MTFCC,C3061,regular
65605605,highway,turning_circle,regular
65605605,source,Tiger2009,regular
65605640,COUNTYFP,085,regular
65605640,STATEFP,06,regular
65605640,Tiger:MTFCC,C3061,regular
65605640,highway,turning_circle,regular
65605640,source,Tiger2009,regular
65606164,highway,turning_circle,regular
65607250,highway,turning_circle,regular
65607740,highway,turning_circle,regular
65608600,highway,turning_circle,regular
65608603,highway,turning_circle,regular
65608690,highway,turning_circle,regular
65608827,highway,stop,regular
65608827,stop,all,regular
65609571,COUNTYFP,085,regular
65609571,STATEFP,06,regular
65609571,Tiger:MTFCC,C3061,regular
65609571,highway,turning_circle,regular
65609571,source,Tiger2009,regular
65610574,highway,turning_circle,regular
65610778,highway,turning_circle,regular
65612431,highway,turning_circle,regular
65613612,COUNTYFP,085,regular
65613612,STATEFP,06,regular
65613612,Tiger:MTFCC,C3061,regular
65613612,highway,turning_circle,regular
65613612,source,Tiger2009,regular
65614705,highway,turning_circle,regular
65614720,highway,turning_circle,regular
65614756,COUNTYFP,085,regular
65614756,STATEFP,06,regular
65614756,Tiger:MTFCC,C3061,regular
65614756,highway,turning_circle,regular
65614756,source,Tiger2009,regular
65615012,highway,turning_circle,regular
65615397,highway,turning_circle,regular
65615994,highway,turning_circle,regular
65616688,highway,turning_circle,regular
65618294,highway,turning_circle,regular
65619223,highway,turning_circle,regular
65621023,highway,turning_circle,regular
65621391,highway,turning_circle,regular
65622002,highway,turning_circle,regular
65622635,highway,stop,regular
65622635,stop,all,regular
65622986,highway,turning_circle,regular
65624410,highway,turning_circle,regular
65625221,highway,turning_circle,regular
65625361,highway,turning_circle,regular
65625763,highway,turning_circle,regular
65625875,highway,turning_circle,regular
65625908,highway,turning_circle,regular
65626553,highway,turning_circle,regular
65626620,highway,turning_circle,regular
65626728,highway,turning_circle,regular
65627666,highway,turning_circle,regular
65628229,highway,turning_circle,regular
65629484,highway,traffic_signals,regular
65629484,source,Bing,regular
65629869,highway,turning_circle,regular
65631750,highway,turning_circle,regular
65632361,highway,turning_circle,regular
65634755,barrier,gate,regular
65635239,highway,turning_circle,regular
65637798,highway,stop,regular
65637798,stop,all,regular
65637976,highway,turning_circle,regular
65638211,highway,turning_circle,regular
65641111,highway,turning_circle,regular
65641468,highway,stop,regular
65642459,highway,stop,regular
65642459,stop,all,regular
65643700,highway,turning_circle,regular
65643785,highway,turning_circle,regular
65645389,highway,traffic_signals,regular
65645537,highway,turning_circle,regular
65645638,highway,turning_circle,regular
65646925,highway,turning_circle,regular
65648617,highway,turning_circle,regular
65649914,highway,turning_circle,regular
65650757,highway,turning_circle,regular
65651798,highway,turning_circle,regular
65653612,highway,turning_circle,regular
65654121,highway,turning_circle,regular
65656299,highway,turning_circle,regular
65657214,highway,turning_circle,regular
65657488,highway,turning_circle,regular
65657917,highway,turning_circle,regular
65658478,highway,turning_circle,regular
65658705,highway,turning_circle,regular
65658716,highway,turning_circle,regular
65660063,highway,turning_circle,regular
65660140,highway,turning_circle,regular
65660509,highway,turning_circle,regular
65661605,highway,turning_circle,regular
65661848,highway,turning_circle,regular
65662275,COUNTYFP,085,regular
65662275,STATEFP,06,regular
65662275,Tiger:MTFCC,C3061,regular
65662275,highway,turning_circle,regular
65662275,source,Tiger2009,regular
65662617,highway,turning_circle,regular
65662974,COUNTYFP,085,regular
65662974,STATEFP,06,regular
65662974,Tiger:MTFCC,C3061,regular
65662974,highway,turning_circle,regular
65662974,source,Tiger2009,regular
65664972,highway,turning_circle,regular
65665673,highway,turning_circle,regular
65666001,highway,turning_circle,regular
65666247,highway,turning_circle,regular
65667324,COUNTYFP,085,regular
65667324,STATEFP,06,regular
65667324,Tiger:MTFCC,C3061,regular
65667324,highway,turning_circle,regular
65667324,source,Tiger2009,regular
65667589,highway,turning_circle,regular
65668489,highway,turning_circle,regular
65671556,highway,turning_circle,regular
65673363,highway,turning_circle,regular
65673853,highway,turning_circle,regular
65674121,highway,turning_circle,regular
65675419,highway,turning_circle,regular
65675777,noexit,yes,regular
65676361,highway,turning_circle,regular
65676724,highway,turning_circle,regular
65676819,highway,turning_circle,regular
65677013,highway,turning_circle,regular
65678222,highway,turning_circle,regular
65678313,highway,turning_circle,regular
65678713,railway,level_crossing,regular
65679383,highway,turning_circle,regular
65679416,highway,turning_circle,regular
65679533,highway,turning_circle,regular
65681062,highway,turning_circle,regular
65681436,COUNTYFP,085,regular
65681436,STATEFP,06,regular
65681436,Tiger:MTFCC,C3061,regular
65681436,highway,turning_circle,regular
65681436,source,Tiger2009,regular
65681454,noexit,yes,regular
65681546,highway,turning_circle,regular
65681548,highway,turning_circle,regular
65681828,highway,turning_circle,regular
65682376,noexit,yes,regular
65682906,noexit,yes,regular
65682914,highway,turning_circle,regular
65683113,highway,turning_circle,regular
65683739,highway,turning_circle,regular
65683955,highway,turning_circle,regular
65684267,highway,turning_circle,regular
102788306,created_by,JOSM,regular
120687908,created_by,JOSM,regular
120687923,created_by,JOSM,regular
150966332,population,58302;2010,census
150966332,ele,72,regular
150966332,gnis:Class,Populated Place,regular
150966332,gnis:County,Santa Clara,regular
150966332,gnis:County_num,085,regular
150966332,gnis:ST_alpha,CA,regular
150966332,gnis:ST_num,06,regular
150966332,id,277496,gnis
150966332,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150966332,is_in,"Santa Clara,California,Calif.,CA,USA",regular
150966332,name,Cupertino,regular
150966332,zh,库柏蒂诺,name
150966332,place,town,regular
150966332,population,58302,regular
150966332,date,2010,population
150966332,website,http://www.cupertino.org/,regular
150966332,wikidata,Q189471,regular
150966332,wikipedia,"en:Cupertino, California",regular
150971636,ele,101,regular
150971636,gnis:Class,Populated Place,regular
150971636,gnis:County,Santa Clara,regular
150971636,gnis:County_num,085,regular
150971636,gnis:ST_alpha,CA,regular
150971636,gnis:ST_num,06,regular
150971636,id,1656173,gnis
150971636,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150971636,is_in,"Santa Clara,California,Calif.,CA,USA",regular
150971636,name,Monta Vista,regular
150971636,place,hamlet,regular
150971636,wikidata,Q6903127,regular
206691786,highway,motorway_junction,regular
206691786,ref,10,regular
206691786,source,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/twoeightynorth.pdf;http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/twoeightysouth.pdf,regular
220217924,highway,traffic_signals,regular
220218003,highway,traffic_signals,regular
220218048,highway,traffic_signals,regular
220218048,traffic_signals,ramp_meter,regular
220218084,highway,motorway_junction,regular
220218084,ref,11,regular
220218084,source,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/twoeightynorth.pdf;http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/twoeightysouth.pdf,regular
220221941,highway,motorway_junction,regular
220221941,ref,12A,regular
220221941,source,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/twoeightynorth.pdf;http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/twoeightysouth.pdf,regular
224490643,highway,motorway_junction,regular
224490643,ref,13,regular
224490643,source,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/twoeightynorth.pdf;http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/twoeightysouth.pdf,regular
239511043,highway,motorway_junction,regular
239511043,ref,12,regular
239511043,source,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/twoeightynorth.pdf;http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/twoeightysouth.pdf,regular
240271630,highway,stop,regular
240271643,created_by,JOSM,regular
240281963,highway,stop,regular
240285382,highway,traffic_signals,regular
240287378,highway,motorway_junction,regular
240287378,noref,yes,regular
247385811,highway,traffic_signals,regular
247385812,highway,traffic_signals,regular
247385813,highway,traffic_signals,regular
247385815,created_by,JOSM,regular
247385816,created_by,JOSM,regular
251390552,highway,traffic_signals,regular
251390554,highway,traffic_signals,regular
255655733,highway,motorway_junction,regular
255655733,ref,11,regular
255655733,source,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/twoeightynorth.pdf;http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/twoeightysouth.pdf,regular
255655751,highway,traffic_signals,regular
255655751,traffic_signals,ramp_meter,regular
255655914,highway,traffic_signals,regular
255655915,highway,traffic_signals,regular
257883576,highway,motorway_junction,regular
257883576,ref,7,regular
257883576,source,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/twoeightynorth.pdf;http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/twoeightysouth.pdf,regular
258965243,highway,traffic_signals,regular
258965243,source,Bing,regular
258965393,highway,motorway_junction,regular
258965393,noref,yes,regular
258965393,source,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/twoeightynorth.pdf;http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/twoeightysouth.pdf,regular
258965462,highway,motorway_junction,regular
258965462,noref,yes,regular
258972732,highway,traffic_signals,regular
258972910,highway,traffic_signals,regular
258972910,traffic_signals,signal,regular
258972911,highway,traffic_signals,regular
261965133,highway,traffic_signals,regular
262659449,highway,traffic_signals,regular
262659455,highway,traffic_signals,regular
262661009,highway,turning_circle,regular
262661391,highway,turning_circle,regular
262843578,highway,turning_circle,regular
262844406,highway,turning_circle,regular
262844455,highway,turning_circle,regular
262983006,highway,traffic_signals,regular
262983006,direction,forward,traffic_signals
262985590,highway,traffic_signals,regular
262985590,source,Bing,regular
262986320,highway,traffic_signals,regular
262986827,highway,traffic_signals,regular
262986831,highway,traffic_signals,regular
262986849,highway,crossing,regular
262987124,highway,motorway_junction,regular
262987124,noref,yes,regular
262987498,highway,crossing,regular
262987519,highway,traffic_signals,regular
266192550,highway,turning_circle,regular
272145315,highway,traffic_signals,regular
272272951,highway,motorway_junction,regular
272272951,ref,19A,regular
272272951,source,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/eightyfivenorth.pdf;http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/eightyfivesouth.pdf,regular
276314985,COUNTYFP,085,regular
276314985,STATEFP,06,regular
276314985,Tiger:MTFCC,C3061,regular
276314985,highway,turning_circle,regular
276314985,source,Tiger2009,regular
276315341,highway,turning_circle,regular
276315704,power,tower,regular
276315705,power,tower,regular
276316227,highway,turning_circle,regular
276316252,crossing,yes,regular
276317256,power,tower,regular
276317257,power,tower,regular
276317258,power,tower,regular
276317259,power,tower,regular
276317260,power,tower,regular
276317261,power,tower,regular
276317262,power,tower,regular
276317263,power,tower,regular
276317264,power,tower,regular
276317265,power,tower,regular
276317266,power,tower,regular
276317268,power,tower,regular
276317269,power,tower,regular
276317270,power,tower,regular
276317271,power,tower,regular
276317272,power,tower,regular
276317273,power,tower,regular
276317274,power,tower,regular
276317275,power,tower,regular
276317276,power,tower,regular
276317277,power,tower,regular
276317998,highway,turning_circle,regular
276838892,highway,stop,regular
276838892,lanes,2,regular
276838892,surface,asphalt,regular
276838917,COUNTYFP,085,regular
276838917,STATEFP,06,regular
276838917,Tiger:MTFCC,C3061,regular
276838917,highway,turning_circle,regular
276838917,source,Tiger2009,regular
276838984,highway,turning_circle,regular
276839143,highway,turning_circle,regular
278613578,highway,turning_circle,regular
279670911,highway,turning_circle,regular
279684707,highway,turning_circle,regular
279684711,COUNTYFP,085,regular
279684711,STATEFP,06,regular
279684711,Tiger:MTFCC,C3061,regular
279684711,highway,turning_circle,regular
279684711,source,Tiger2009,regular
279684713,COUNTYFP,085,regular
279684713,STATEFP,06,regular
279684713,Tiger:MTFCC,C3061,regular
279684713,highway,turning_circle,regular
279684713,source,Tiger2009,regular
279684717,COUNTYFP,085,regular
279684717,STATEFP,06,regular
279684717,Tiger:MTFCC,C3061,regular
279684717,highway,turning_circle,regular
279684717,source,Tiger2009,regular
279918190,power,tower,regular
279918192,power,tower,regular
279918193,power,tower,regular
279918194,power,tower,regular
279918195,power,tower,regular
279918196,power,tower,regular
279918197,power,tower,regular
279918198,power,tower,regular
279918199,power,tower,regular
279918200,power,tower,regular
279918201,power,tower,regular
279918203,power,tower,regular
279918204,power,tower,regular
279918205,power,tower,regular
279918206,power,tower,regular
279918207,power,tower,regular
279918208,power,tower,regular
279918209,power,tower,regular
279918210,power,tower,regular
279918282,power,tower,regular
279918283,power,tower,regular
279918284,power,tower,regular
279918286,power,tower,regular
279918287,power,tower,regular
279918288,power,tower,regular
279918289,power,tower,regular
281363441,power,tower,regular
281375603,highway,stop,regular
281376001,highway,turning_circle,regular
281376099,highway,stop,regular
281376126,highway,turning_circle,regular
281376169,highway,turning_circle,regular
288696635,highway,turning_circle,regular
289638274,highway,traffic_signals,regular
289638274,traffic_signals,ramp_meter,regular
289638735,highway,motorway_junction,regular
289638735,ref,10,regular
289638735,source,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/twoeightynorth.pdf;http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/twoeightysouth.pdf,regular
289639465,highway,traffic_signals,regular
289639465,source,Bing,regular
289641874,noexit,yes,regular
289651705,highway,traffic_signals,regular
289652274,highway,traffic_signals,regular
289652274,traffic_signals,signal,regular
289652355,highway,traffic_signals,regular
289652411,highway,traffic_signals,regular
289652476,highway,traffic_signals,regular
289654668,highway,turning_circle,regular
289833482,highway,turning_circle,regular
289833490,highway,turning_circle,regular
289833498,highway,turning_circle,regular
289833507,highway,turning_circle,regular
289833517,highway,turning_circle,regular
289834204,highway,turning_circle,regular
289834210,highway,turning_circle,regular
289834299,highway,turning_circle,regular
289834387,highway,turning_circle,regular
289834401,highway,turning_circle,regular
290053577,barrier,swing_gate,regular
290057075,highway,turning_circle,regular
290057078,highway,turning_circle,regular
291659929,highway,turning_circle,regular
306087470,highway,traffic_signals,regular
306087470,source,Bing,regular
306533778,highway,turning_circle,regular
306534142,highway,motorway_junction,regular
306534142,noref,yes,regular
306534142,ref,16,regular
306534142,source,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/eightyfivenorth.pdf;http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/eightyfivesouth.pdf,regular
306534203,highway,traffic_signals,regular
306534211,highway,motorway_junction,regular
306534211,ref,16,regular
306534211,source,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/eightyfivenorth.pdf;http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/eightyfivesouth.pdf,regular
306534274,highway,turning_circle,regular
306534279,highway,turning_circle,regular
306534290,highway,turning_circle,regular
306534605,highway,turning_circle,regular
310979305,highway,motorway_junction,regular
310979305,noref,yes,regular
310979305,ref,14,regular
310979305,source,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/eightyfivenorth.pdf;http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/eightyfivesouth.pdf,regular
